,smile,activity
8931,C1CCC(C1)N2C=NC3=C(N=C(N=C32)NC4CCC(CC4)N)NCC5=C(C=CC(=C5)Cl)O,Active
8932,C(C/C(=N/O)/N)/C(=N\O)/N,Inactive
8933,C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)O)CCN,Inactive
8934,CCN(CC)/C(=C(\C(=C(\NC1=CC=C(C=C1)OCC)/N2C3=CC=CC=C3N=N2)\[N+](=O)[O-])/Cl)/Cl,Inactive
8935,C#CC1(C(OC(C1O)N2C=CC(=NC2=O)N)CO)O,Active
8936,C1=CC=C2C(=C1)C(=CN2)C3C(=O)C(N3C4=C(C=CC=C4Cl)Cl)Cl,Inactive
8937,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)NCC(C(=O)OC)NC(=O)/C=C/C2=CC(=C(C=C2)OC(=O)C)OC(=O)C)OC(=O)C,Inactive
8938,C1COC(O1)(CCCC2(OCCO2)C3=NC(=CC=C3)Br)C4=NC(=CC=C4)Br,Inactive
8939,COC1=CC(=C(C=C1)NC(=O)C(=O)C2CNC(=O)NC2=O)OC,Inactive
8940,CN(C)CCNC(=O)C1=C2C(=CC=C1)NC(=N2)C3=CC(=CC=C3)OC.Cl,Inactive
8941,COC1=CC=CC=C1C(=O)/C=C/C2=CC3=C(C(=CC=C3)OC)NC2=O,Active
8942,CCCCCCCC(=O)OCC1C(C(C(C(O1)N2C=C(C(=O)NC2=O)F)N)OC(=O)CCCCCCC)O,Inactive
8943,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC=C(O3)C=C7)N(CCC6=CC(=C5OC)OC)C)OC)OC,Inactive
8944,CCOC1=CC=C(C=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42.Cl,Inactive
8945,CC1=C(C(=C(C(=O)C1=O)[C@H](C)CCC=C(C)C)N)O,Inactive
8946,COC1=CC2=C(C=C1)C=C(C=C2)/C=C/C(=O)C3=C(C=C(C=C3)Cl)Cl,Inactive
8947,COCCOCCOC1=C(C(=O)C2=C(C=CC(=C2C1=O)O)O)Cl,Inactive
8948,COC1=CC(=CC(=C1OC)OC)C2=NC=CN2C3=CC4=CC=CC=C4C=C3,Active
8949,CC1=C(C=C2C=C(C(=CC2=N1)OCCN3CCOCC3)OC)OC4=CC=C(C=C4)NC(=O)NC5=CC(=C(C=C5)F)C(F)(F)F,Inactive
8950,CC1C(C2(C(C(O1)OC3C=C4CCC5C(C4(CC3O2)C)CCC6(C5(CCC6C7=COC(=O)C=C7)O)C)O)OC)O,Active
8951,C/C=C/OC1C(OC2C1OC(O2)(C)C)C3COC(O3)(C)C,Inactive
8952,CC1=NNC(=O)N1/N=C/C2=CC=C(C=C2)OC,Inactive
8953,CN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CN=CC(=C3)C#CC4=CN=C(C5=C4C=C(C=C5)C#N)N)C(F)(F)F,Active
8954,C1=CC=C(C=C1)C(=O)/C=C/C2=CC(=CC=C2)Cl,Inactive
8955,C1CC2=CC=CC=C2C3=NC4=C(N=C(N=C4NC(C31)C5=CC=C(C=C5)Cl)N)N,Inactive
8956,C1=CC=C(C=C1)C2=NNC(=O)N2/N=C/C3=CC(=CC=C3)[N+](=O)[O-],Inactive
8957,CCN(CC)CCCNC1=NC=C(C2=C1C3=C(N2C)C4=C(C=C3)C(=CC=C4)O)C,Inactive
8958,C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)OC4=CC=CC=C4CC(=O)N)C5=CC=C(C=C5)F,Inactive
8959,COC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)O4,Inactive
8960,C[C@@H]1/C=C/C(=C/[C@H]2C=C[C@@H](C[C@]2(/C=C/C(=C\C=C\C(=O)O[C@H]1[C@H](C)[C@@H]([C@@H](C)NC(=O)C)O)/C)C)NC(=O)OC)/C,Inactive
8961,COC(=O)C1=C2CCCC2=CC3=C1CC4(C3)CC5=C(C4)C(=C6CCCC6=C5)C=O,Inactive
8962,C1C2=C(CC13CC4=C(C3)C=C(C=C4)CCCC(=O)O)C=C(C=C2)CCCC(=O)O,Inactive
8963,COC1=CC=CC=C1N2CCN(CC2)CCCNC(=O)C3=CC(=C(C(=C3)Cl)N)Cl,Inactive
8964,CCC1=C(C2=C(C=CN=C2C=C1)NCCCN(C)C)[N+](=O)[O-].Cl,Inactive
8965,C1=CC(=CC(=C1)C(=O)N)C2=C(C=CC(=C2)C(=O)N)Cl,Inactive
8966,C1C2C(C(CO2)O)OC1NC3=CC=CC=N3,Inactive
8967,CC(C1CCC(C12C(=O)C3=CC=CC=C3OC2=O)(C)C=C)C(=O)C(C=C(C)C)OC(=O)C,Inactive
8968,C1=CC(=CC=C1C(=NC2=CC=C(C=C2)F)N=NC3=CC=C(C=C3)Cl)N(CCC#N)CCC#N,Inactive
8969,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Br)NC3=CC(=C(C(=C3)OC)OC)OC,Active
8970,CN(C)CCNC(=O)C1=C2C(=CC=C1)N=C3C(=N2)C=CC4=CC=CC=C43.Cl,Inactive
8971,C1=C2C=C(C=NC2=C(C=C1Cl)N)Cl,Inactive
8972,C1=CC=C2C(=C1)C=CC=C2C3NC4=C(C=C(C=C4)Cl)C(=O)N3,Active
8973,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C5=C(C(=CC=C5)O)C(=O)C6=C4C=C(C=C6O)C)C=CC=C3O,Active
8974,COC1=C(C=C2C3CC4=CC(=C(C=C4CN3CCCC2=C1)OC)OC)OC,Inactive
8975,CC(=O)N1C(=O)C2=C(C1=O)C=C3C(=C2)C(=O)N(C3=O)C4=CC=CC(=C4)C#N,Inactive
8976,CC1CC(=NC2=CC=CC=C2N1)N,Inactive
8977,C1=CC=C(C=C1)CC(C(=O)O)N2C(=O)C3=CC=CC=C3C2=O,Inactive
8978,C1COCCN1CC2=CN=C(N=C2C3=CC=CC=C3O)N,Inactive
8979,CC(C)(C(=O)O)NC1=C2C(=NC=N1)N(C=N2)C3=CC=C(C=C3)OC,Inactive
8980,CC1=CC(=O)NC2=C1C(=C(C=C2)OC)[N+](=O)[O-],Inactive
8981,C1C(=C(C2=CC=CC=C2O1)O)C(=O)C(=O)NC3=CC=C(C=C3)Cl,Inactive
8982,C1=CC=C(C=C1)N2C(=O)N(C3(C2(C4=CC=CC=C4C3=O)O)O)C5=CC=CC=C5,Inactive
8983,C1=CC=C(C=C1)C2=C(C(=C3C(=C2C4=CC=CC=C4)C(=O)N(C3=O)C5=CC(=CC=C5)Br)C6=CC=CC=C6)C7=CC=CC=C7,Inactive
8984,CC1=CC2=C(C=C1C)N(N=N2)C3CCCO3,Inactive
8985,CCCCC(C(=O)C(C)C)C(=O)C(=O)NC1C2CC3CC(C2)CC1C3,Inactive
8986,C1CC1C2=NC=C(C3=CC=CC=C3O2)O,Inactive
8987,COCN(CCC1=CCCCC1)C(=O)OC,Inactive
8988,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCCCCCCCNC(=O)C4=CC(=NC5=CC=CC=C54)C6=CC=CC=C6,Inactive
8989,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O)O,Inactive
8990,COC(=O)/C(=N\N)/C(C1=NC2=C(C=C(C=C2)[N+](=O)[O-])NC1=O)C(=O)C(=O)NC3=C(C=CC(=C3)Cl)Cl,Inactive
8991,CCOC(=O)C(C)C1=NC2=CC(=C(C=C2NC1=O)F)N3CCOCC3,Inactive
8992,CC(C)(C#CC1=NC(=NC(=N1)OC2=CC=C(C=C2)OC)OC3=CC=C(C=C3)OC)O,Inactive
8993,CN(C)CC1CCC/C(=C\C2=CC=C(C=C2)OC(=O)/C=C/C3=CC(=C(C=C3)Cl)Cl)/C1=O.Cl,Inactive
8994,C1OC2=C(O1)C=C(C=C2)C(C(C(=O)C3=CC=CC=C3N)Br)Br,Inactive
8995,CC1CC2=C(N=CN=C2N(C3=CC=CC=C13)C)N4C=NC5=C4C=CC(=C5)C,Active
8996,COC1=C(C=C2C3C=NC(CC2=C1)(C4=CC=CC=C34)C(=O)O)OC,Inactive
8997,CC(C)(C(=O)NC1=C(C=CC=C1Cl)Cl)OC2=CC3=C(C=C2)C(=O)C=C(O3)C4=CC=C(C=C4)Cl,Inactive
8998,CCOC1=C(C=C2C3=C(C4=CC(=C(C=C4C=C3)OC)OC)N=CC2=C1)OC,Inactive
8999,CC1=C2C=NC=CC2=C(C3=C1C4=CC=CC=C4N3)COC(=O)NC,Active
9000,CCOC1=CC=C(C=C1)N2C=C([N+]3=C2CCCCC3)C4=CC=C(C=C4)N(C)C,Active
9001,CN1CCN(CC1)C2=C(C=C3C(=C2)N=C(N3)C4=CC=C(C=C4)Cl)F,Inactive
9002,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)C)O)O)O)O)O)O)OC2C(C(C(C(O2)C)O)O)O)C)C)C)OC1,Inactive
9003,CC(=O)OCCOCN1C(=O)/C(=C\C2=CC(=CC=C2)OCC3=CC=CC=C3)/C(=O)NC1=O,Inactive
9004,C1=CC(=CC=C1C(=O)O)NC(=O)CC(=O)NC2=CC=C(C=C2)C(=O)O,Inactive
9005,CC1=C2C=CN=CC2=C(C3=C1C4=C(N3)C=CC(=C4)O)C,Inactive
9006,CC1=CC(=O)OC2=C(C3=C(C=C12)C(=C(O3)CBr)Br)C,Inactive
9007,CC1CCCC2=C(C(=NC(=C12)C3=CC=C(C=C3)Cl)N)C#N,Inactive
9008,C1=CC=C2C(=C1)C(=C3C(=N2)C=CC=C3[N+](=O)[O-])NCCN(CCO)CCO.Cl,Active
9009,C1C2=C(CC13CC4=CC=CC=C4C3)C=C(C=C2)CO,Inactive
9010,CC1C(C(=C(C1(C#N)C#N)C#N)N)(C)[N+](=O)[O-],Inactive
9011,CC12CCCC(C1CCC34C2CCC(C3)C(=C4)CO)(C)C(=O)OC,Inactive
9012,CC(C)(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=O)O2,Inactive
9013,CC(=NOC(=O)OC[C@@H]1C(C([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)C,Inactive
9014,CC1CCC2(C(C3C(O2)C(C4C3(CCC5C4CCC6C5(CC(C(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,Inactive
9015,COC(=O)C(C/C=C(/C(=O)OC)\N=C(C1=CC=CC=C1)C2=CC=CC=C2)N=C(C3=CC=CC=C3)C4=CC=CC=C4,Inactive
9016,C1=CC2=C(C=C1Cl)N=NC(=C2N)C(=O)O,Inactive
9017,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)OC)C)C)(C)C)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O,Inactive
9018,CC1=C2C(=O)C=C(C(=O)C2=C(C(=[N+]1[O-])C)C(=O)OC)NCC3=CC(=CC=C3)OC,Inactive
9019,CC(C)(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C)(C)C(=O)OC)NC(=O)OCC2=CC=CC=C2,Inactive
9020,CC(C)(C)N(C(=O)OC(C)(C)C)OCCC=C,Inactive
9021,CN1C(=O)N2C(=C(N2C1=O)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC,Inactive
9022,COC1=CC(=CC(=C1)/C=C/2\CCC3=CC(=C(C=C3C2=O)OC)OC)OC,Inactive
9023,CC1(C2=CC=CC=C2C(=O)C13CCC(=O)CC3)C,Inactive
9024,COC1=C(C=CC=C1C(=O)NCCN(CCNC(=O)C2=CC=CC(=C2OC)C3=C(C(=CC=C3)C(=O)O)OC)CCNC(=O)C4=CC=CC(=C4OC)C5=C(C(=CC=C5)C(=O)O)OC)C6=C(C(=CC=C6)C(=O)O)OC,Inactive
9025,CCCN(CCCC(C(=O)NCC1=CC=CC=C1)NC(=O)C)C(=O)N(C)N=O,Inactive
9026,CCN(CC)CCCNC1=NC=CC2=C(C3=C(C=C21)C4=C(N3C)C=CN=C4)C.C(=C\C(=O)O)\C(=O)O,Active
9027,C1=CC=C(C=C1)C2=CC=C(C=C2)/C=C/C(=O)C3=CC=CC=C3,Inactive
9028,C1C2=CC=CC=C2CC13CC4=CC=CC=C4C3=O,Inactive
9029,COC1=CC2=C(C=C1)C3=C(CCO2)C=NN3,Inactive
9030,CC(CCC#N)(CCC#N)C(=O)CC(C(F)(F)F)(C(F)(F)F)O,Inactive
9031,CCCCCCCCCC[C@H]([C@@H]1CC[C@H](O1)[C@@H]2CC[C@H](O2)[C@H](CCCCCCCCCC[C@@H](CC3=CC(OC3=O)C)O)O)O,Inactive
9032,CC(=O)NC1=N/C(=C/C2=C(C=CC(=C2)[N+](=O)[O-])O)/CN1C,Inactive
9033,CC1=NN(C(=O)C12[C@@H](C2(C#N)C#N)C3=CC=CC=C3)C4=CC=CC=C4,Inactive
9034,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C,Active
9035,CCNC(=O)C#CC1=CC2=C(C=C1)C(=C(N2)O)C(=NC3=CC=C(C=C3)CN(C)C)C4=CC=CC=C4,Inactive
9036,C1=CC=C(C=C1)NC(=O)NCCCl,Inactive
9037,COC1=C(C=C(C=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC=C(C=C3)Br)OC,Inactive
9038,C1=CC=C2C(=C1)C(=CN2)CCNC(=O)CBr,Inactive
9039,CC1(CC(OC2C1OC(OC2)C3=CC=CC=C3)OC)NC(=O)C(F)(F)F,Inactive
9040,CC1=NC2=C(C=C1)C(=O)C=C(N2)C3=CC(=CC=C3)OC,Inactive
9041,CC1CCCC(N1C)/C=C/C2C3CCCCC3CC4C2C(OC4=O)C,Inactive
9042,C1=CC=C(C=C1)CNC2=NC3=C(C=NN3)C(=N2)NC4=CC=C(C=C4)C5=NC6=CC=CC=C6N5,Inactive
9043,C1=CC=C(C(=C1)N2N=C3C=CC4=NON=C4C3=N2)O,Inactive
9044,C[C@@H](C1=CC=CC=C1)N2CO[C@@]3([C@H]2CCC3)C#CC4=CC5=C(C=C4)OCO5,Inactive
9045,CCOC(=O)C(CC1=CC2=C(CCC2)C=C1)CC3=CC4=C(CCC4)C=C3,Inactive
9046,CC1=NC2=C(C=C1)C(=O)C=C(N2)C3=CC=CC4=CC=CC=C43,Active
9047,C1=CN(C(=O)N=C1N)C2C(C(C(O2)C(CO)O)O)O.Cl,Inactive
9048,CC1C(C(C(C(O1)OC2C(OC(C(C2(C)O)O)C)OC3=CC=CC4=C3C5=C6C7=C(C=CC(=C7C(=O)O5)C)OC(=O)C6=C4O)N)OC)O,Active
9049,C1=CC=C(C=C1)CCOC(=O)CCC2=CC(=C(C=C2)O)O,Inactive
9050,C1C(CO1)(CNC2=CC(=NC(=N2)N)Cl)CO,Inactive
9051,CC1=CC=C(C=C1)/C(=C\2/C(=O)OC(=N2)C3=CC=CC=C3)/C,Inactive
9052,C1=CC(=C(C=C1Cl)NC(=O)C(=O)CC2=C(C(=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])CC(=O)C(=O)NC3=C(C=CC(=C3)Cl)Cl)Cl,Inactive
9053,CC(=O)N(C1=CC2=C3C(=C1)CCCN3CCC2)C(=O)C,Inactive
9054,CC1=CC(=NC(=N1)N2CCOCC2)N(CCCNC3=C4C=CC(=CC4=NC=C3)Cl)CC5=CC6=C(C=C5)OCO6,Active
9055,C1CC2CC1[C@@H]3[C@H]2C4=C(C=CC5=C4C=NN5)N[C@H]3C6=CC7=C(NN=C7C=C6)F,Inactive
9056,C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O.C1=CC(=CC(=C1)N)C(=C2C=CC(=N)C=C2)C3=CC(=CC=C3)N,Active
9057,C[C@]12C[C@@H](C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C(C#C)(F)F)O)C5=CC=C(C=C5)C6CC6,Active
9058,CC1=CC(=CC(=C1OC)C)C(=O)C2=C(C(=C(C=C2)OC)OC(=O)C(Cl)Cl)OC,Active
9059,C1CNC(=NC1)C2=CC=C(C=C2)N3CCCN(CC3)C4=CC=C(C=C4)C5=NCCCN5.Cl,Inactive
9060,COC1=CC(=CC(=C1)N2CCN(CC2)C(=O)NC3=NC4=C(C=CC(=C4)F)N=C3OC)OC,Active
9061,CC(=O)C1=C2C=CC=CN2C(=C1C3=CC=CC=C3)C4=CC=C(C=C4)OCCN(C)C,Inactive
9062,CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C)C4=CC=CC=C14.[Cl-],Active
9063,CC1=CC=C(C=C1)NCC2=CC(=C(C(=C2)OC)OC)OC.Cl,Inactive
9064,C1CNCCCNC(=O)C2=NC(=CC=C2)C(=O)NCCCNC1.Cl,Inactive
9065,CCCCN1C(=C(N=C1C2=CC=C(C=C2)C(=O)O/N=C(/C3=CC4=C(C=C3)OCO4)\N)C5=CC=CC=C5)C6=CC=CC=C6,Inactive
9066,CCCCCC(=O)C(C)C1=NC2=NN=C(N2C1=O)CCCCCCCC3=NN=C4N3C(=O)C(=N4)C(C)C(=O)CCCCC,Inactive
9067,CC(CC(=O)N(C)C)C(OC)OC,Inactive
9068,CC1(CC2=NC3=C(C4=CC=CC=C4C=C3)C(=C2C(=O)C1)C5=CC=C(C=C5)NC(=O)CCCCCCCCC(=O)NC6=CC=C(C=C6)C7=C8C(=NC9=C7C1=CC=CC=C1C=C9)CC(CC8=O)(C)C)C,Inactive
9069,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC(=C3O2)CC(=O)O,Inactive
9070,CCOC(=O)N/N=C(\C1=CC(=CC=C1)[N+](=O)[O-])/N,Inactive
9071,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NC3=NN(C(=C3)C(=O)NCCCN(C)C)C)C)NC(=O)CCCOC4=C(C=C5C(=C4)N=CC6CCCN6C5=O)OC,Inactive
9072,C1=NC(=C2C(=C(N(C2=N1)C3C(C(C(O3)CO)O)O)Br)C(=O)N)N,Inactive
9073,CC1(CC/C(=C\C2=CC=C(C=C2)OC)/C1=O)CN(C)C.Cl,Inactive
9074,CN(C)CC1CCC(C1=O)CN(C)C.Cl,Inactive
9075,C1CC(N(C1)CC2=CC3=C(C=C2)OCO3)C(=O)N,Inactive
9076,CC1=CC(=NC2=C1C(=O)C=C(N2)C3=CC=CC4=CC=CC=C43)C,Inactive
9077,CN1C2=CC=CC=C2C3=C1C(=O)N(CC3)CCN4CCN(CC4)C5=CC(=CC=C5)Cl,Inactive
9078,C/C(=N\NC1=NC(=CC=C1)Cl)/C2=CC=CC=N2,Active
9079,C1=CC(=CC(=C1)F)COC2=CC=C(C=C2)NC3=NC(=NC4=C3C5=C(N4)C=CC(=C5)O)N,Inactive
9080,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,Inactive
9081,COC1=NC(=NC(=N1)C#CCCCC#N)OC,Inactive
9082,C1=CC2=C(C=C1Cl)NC(=N2)C(C(C(C(CO)O)O)O)O,Inactive
9083,CCOC(=O)C(C)C1=NC2=C(C=C3C=CC=NC3=C2Cl)NC1=O,Inactive
9084,COC1=CC=C(C=C1)C2=C(N=NC(=N2)N3CCN(CC3)C(=O)CN4CCN(CC4)C5=CC=C(C=C5)Cl)C6=CC=C(C=C6)OC,Inactive
9085,CC1=NC2=C(N1CC(C)(C)C)C(=O)C3=CC=CC=C3C2=O,Inactive
9086,CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=CC=C2)C3=CC=CC4=CC=CC=C43)C(=O)NC5=CC=CC=C5,Inactive
9087,C1COC(=O)C1C(=O)CC(=O)C(=O)NC2=CC=C(C=C2)Cl,Inactive
9088,COC1=CC=C(C=C1)/C(=N\NC2=CC=CC=N2)/C3=CC=CC=N3,Active
9089,CC(=O)OC1=C(C=C(C=C1OC)C2C3C(=O)OCC3(OC4=CC5=C(C=C24)OCO5)OC)OC,Inactive
9090,C/C/1=C\C2[C@@H](C(C/C(=C/CC1)/C)OC(=O)/C(=C/CO)/CO)C(=C)C(=O)O2,Inactive
9091,CC(C)[C@@H](COC)N=CC(C)(C)C,Inactive
9092,COC1=CC(=CC(=C1OC)OC)N2C(=O)C(=O)C3(C2=O)CCCCC3,Inactive
9093,CC12C(=O)OC1(C(=O)C3=CC=CC=C3O2)C4=CC=CC=C4OC,Inactive
9094,C1=CC=C(C=C1)C2=CC(=NNC2=O)C3=CC=C(C=C3)F,Inactive
9095,C/C(=C\CC1=CC=C(C=C1)F)/CCCCCC/C(=C/CC2=CC=C(C=C2)F)/C,Inactive
9096,CC1=C2C=CN=CC2=C(C3=C1N(C4=C3C=C(C=C4)OC)CCCN)C.Cl,Active
9097,C1=CC=C2C(=C1)C3=C4C(=CC(=N3)C5=CN=CC=C5)C6=CC=CC=C6N=C4C2=O,Inactive
9098,COC1=CC=CC2=C1OC(=N)C(=C2)C(=O)NC34CC5CC(C3)CC(C5)C4,Inactive
9099,COC(=O)C(C1=NC2=C(C=C(C=C2)Cl)NC1=O)/C(=N/N)/C(=O)NC3=CC(=C(C=C3Cl)Cl)Cl,Inactive
9100,C1CC[C@@H]([C@@H](C1)NC(=O)CC2=CC(=C(C=C2)Cl)Cl)N3CCCC3,Inactive
9101,CN1C2=C(C(=O)N(C1=O)C)NC=N2,Inactive
9102,CC(C)[C@H]1COC(=N1)C(C)(C)C2=NC(CO2)C(C)C,Inactive
9103,COC1=CC2=C(C=C1)NC(=C2)C3=CC=CC=C3,Inactive
9104,CC1=C(C2=C(N1C)C3=CC=CC=C3N=N2)C(=O)C,Inactive
9105,CC1(CC(CC(N1O)(C)C)O)C,Inactive
9106,C1CN(CCN1CCN2C=C(C(=O)NC2=O)C(=O)NC(=O)OCC3=CC=CC=C3)C(=O)NCCCCCCNC(=O)N4CCN(CC4)CCN5C=C(C(=O)NC5=O)C(=O)NC(=O)OCC6=CC=CC=C6,Inactive
9107,C1=CC=C2C(=C1)OC3=C(O2)C=C(C=C3)NC4=C(C(=O)OC5=C4C=C(C=C5)[N+](=O)[O-])[N+](=O)[O-],Inactive
9108,CCOC(=O)C1=NC2=C(C=C(C=C2)C(F)(F)F)N=C1NCC3=CC(=C(C=C3)OC)OC,Inactive
9109,C[C@@H]\1C[C@@H](OC(=O)C[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@H](C/C(=C1)/C)C)C)C)CC2=CC(=C(C=C2)O)I)C3=CC=C(C=C3)O)C,Active
9110,C=C(CC(C1=CC=CC=C1)O)CO,Inactive
9111,C1CC2C=CC1N3N2C(=O)N(C3=O)/N=C/C4=CC=CC=C4,Inactive
9112,C1[C@H](C([C@H](CN1OCC2=CC=CC=C2)O)O)O,Inactive
9113,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CC(C7C8=CC(=O)OC8)O)O)C)C)C)C)O)O,Active
9114,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)Cl,Inactive
9115,COC1=NC=NC2=C1N(C=C2C3=CC=CO3)COCC4=CC=CC=C4,Inactive
9116,CC1=[N+](C2=C(N1CC3=CC=CC=C3)C(=O)C4=CC=CC=C4C2=O)C.[I-],Active
9117,CC1(CCC2=CC3=C(C=C2O1)OCC4C3OC5=CC6=C(C=C45)OCO6)C,Inactive
9118,COC1=CC2=C(C=C1)C3=C(C2=O)C4=C(C=C(C=C4)[N+](=O)[O-])C(=O)N3CCCNCCO.Cl,Active
9119,CN1CCN(CC1)C2=C(C3=C(C=C2)N=C4C(=N3)C(=O)C5=C(C4=O)C=CC=N5)C(F)(F)F,Inactive
9120,CN1C(=NOC2(N1)CCCCC2)C3=CC=CC=C3,Inactive
9121,COC(=O)C(=CNC(=O)N)C(=O)OC,Inactive
9122,COC1=CC(=CC(=C1OC)OC)C2=C(C(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O)OC,Inactive
9123,COCCOCCOCCOCCOC(=O)OC[N+]1=CC=C(C=C1)NC(=NCCCCCCOC2=CC=C(C=C2)Cl)NC#N,Inactive
9124,COC1=CC(=CC(=C1OC)OC)N2C=NC=C2C3=CC4=CC=CC=C4C=C3,Active
9125,CC1=[N+](C=CN1CC2=CC3=CC=CC=C3C=C2)CC4=CC5=CC=CC=C5C=C4,Inactive
9126,C[C@@H]1CCC2[C@H]([C@H](O[C@H]3[C@@]24C1CC[C@](O3)(OO4)C)O[C@H]5[C@@H](C6CC[C@H](C7[C@]68[C@H](O5)O[C@@](CC7)(OO8)C)C)C)C,Active
9127,CC(C1=CC=CC=C1)OC(=O)NCN2C=C(N=N2)C3=CC=CC=C3,Inactive
9128,CC(C)[C@@H](CC(=O)N[C@H](CC(=O)N[C@H](CC(=O)N[C@H](CC(=O)N[C@@H](CCCN)CC(=O)N[C@@H](CCCN)CC(=O)N[C@H](CC(=O)N)C(C)C)C(C)C)CC(=O)O)COC1C(C(C(C(O1)CO)O)O)NC(=O)C)N,Inactive
9129,C1CCC2(CC1)N(C3=C([N+]2=O)C=CC(=C3)[N+](=O)[O-])[O-],Inactive
9130,C(/C(=C(\COC1C(=C(C(=O)O1)Cl)Cl)/Br)/Br)OC2C(=C(C(=O)O2)Cl)Cl,Inactive
9131,CCC1CCC2C(C1)C3C(C4=C2C5=C(N4)C=CC(=C5)C)C(=O)N(C3=O)N(C)C,Inactive
9132,C[C@]12C[C@@H]3C4(C56[C@H]1C(=O)C(O5)(C7C[C@@H]8[C@]9(O8)CC=CC(=O)[C@@]9(C7CC[C@@]6(C(=O)O4)O)C)OC[C@H]2C(=O)O3)C,Inactive
9133,CCOC(=O)C(=[N+]=[N-])C(=O)CN1C(=O)C2=CC=CC=C2C1=O,Inactive
9134,CCN(CC)C(=O)CCCCCCCCC1CO1,Inactive
9135,CCOC(=O)C(=CC1=CC=C(C=C1)C#N)C(=O)OCC,Inactive
9136,C[C@H]1[C@@H]2C=CC(=O)[C@]2([C@@H]([C@H]3[C@@H]([C@@H]1O)OC(=O)C3=C)OC(=O)C=C(C)C)C,Inactive
9137,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,Inactive
9138,CCC1CCC2C(C1)C3C(C4=C2C5=CC=CC=C5N4)C(=O)N(C3=O)C6=CC=C(C=C6)OC,Inactive
9139,CC1=C(C2=CC=CC=C2C(=C1C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)OC)OC,Inactive
9140,C1=CC(=O)C2=C3C(=C(C=C2C1=O)[N+](=O)[O-])C=CO3,Inactive
9141,CC1=CC(=C(C=C1)C)NC(=O)C(=O)C(C2=NC3=CC=CC=C3NC2=O)C(=O)C(=O)OC,Inactive
9142,COC1=CC=CC(=C1)C2=CNC3=C2N=CN=C3N/N=C/C4=CC=NC=C4,Inactive
9143,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)N3C(=CC(=N3)C4=CC=CC=C4)N,Inactive
9144,CCCN1C2=C(CCC1=O)C3=C(CC2)C(=C(C=C3)Cl)Cl,Active
