smile,activity,Difference_set
CN(C)C=NC1=C2C=CC=CC2=NC3=CC=CC=C31,Inactive,0
CN(C)C=NCC(C1=CC=CC=C1)O,Inactive,0
CC(=NC1=C2C=CC=CC2=NC3=CC=CC=C31)N(C)C,Inactive,0
CN(C)C=NC1=CC=CC2=C1C=CN=C2,Inactive,0
CC1=CC=CC=C1N=CN(C)C,Inactive,0
C1CC2CCCC(C1)N2CCOC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,Inactive,0
CC1C(C2CCN1CC2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.Cl,Inactive,0
C1CN\2CCC1C(=O)/C2=C\OC3=CC=C(C=C3)F,Inactive,0
CC1(CC2=C(O1)C(=CC=C2)C(C3=CC=CC=C3)(C(=O)OC4CCN(CC4)C)O)C,Inactive,0
C1CN2CCC1C(C2)OC(=O)C(C#CC3=CC=CC=C3)(C4=CC=CC=C4)O,Inactive,0
CN1CCCC(C1)OC(=O)C(C#CC2=CC=CC=C2)(C3=CC=CC=C3)O,Inactive,0
CC(=O)N1C2=CC=CC=C2N(C1=O)C3CCN(CC3)CCCC(=O)C4=CC=C(C=C4)F,Inactive,0
CC1(CC2=C(O1)C(=CC=C2)C(CC3=CC=CC=C3)(C(=O)OCCCN(C)C)O)C,Inactive,0
C1CC1C(CC2=CC=CC=C2)(C(=O)OC3CN4CCC3CC4)O,Inactive,0
C1=CC(=CC=C1C#N)C(=O)/C=C/C2=CC(=C(C=C2)O)O,Inactive,0
COC1=C(C=C(C=C1)C(=O)/C=C/C2=CC=NC=C2)OC,Inactive,0
CN(C)C1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)O,Inactive,0
COC1=C(C=C(C=C1)C(=O)/C=C/C2=CN=CC=C2)OC,Inactive,0
C1=CC(=CC=C1/C=C/C(=O)C2=CC(=CC(=C2)O)O)O,Inactive,0
C1=CC(=C(C=C1/C=C/C(=O)C2=CC(=CC(=C2)O)O)O)O,Inactive,0
CC1(CCCOC2=CC(=CC=C2)OCCCC(C1=O)(C)C)C,Inactive,0
C[C@@]1(CCCCCCCCC[C@@](C1=O)(C)CC=C)CC=C,Inactive,0
CC1=NOC(=C1)CC2=C(C(=C(C(=C2F)F)C(C3=CC(=NO3)C)C4=C(C(=C(C(=C4F)F)F)F)F)F)F,Inactive,0
CC1=NOC(=C1)CC2=C(C(=C(C(=C2F)F)CC3=CC(=NO3)C)F)F,Inactive,0
C1CC2=C(C=CC(=C2)C3=CN=C(O3)C4=CC=NC=C4)OC1,Inactive,0
COC1=CC=C(C=C1)C2=NN=C(O2)C3=CC=NC=C3,Inactive,0
C1CC2=C(C=CC(=C2)C3=NC=C(O3)C4=CC=NC=C4)OC1,Inactive,0
CC1=C2[C@H](C([C@@]3([C@H](CC(C(=C)C3C([C@@]2(CC1O)C(C)(C)O)OC(=O)C)O)OC(=O)C)C)OC(=O)C)OC(=O)C4=CC=CC=C4,Inactive,0
C[C@]1(C2=CC(=C(C=C2CCN1)OC)OC)C(C(C(C)(C)O)O)O,Inactive,0
CCC(=O)N(C1=CC=CC=C1)C(C)CN2CCC(CC2)(C3=CC=CC=C3)O.C(=O)(C(=O)O)O,Inactive,0
CCC(=O)N(C1=CC=CC=C1)C(C)CN2CCC(CC2)(C3=CC(=CC=C3)C(F)(F)F)O.Cl,Inactive,0
C1CN(CCC1=NOC(=O)N)CC2=CC=CC=C2,Inactive,0
CN(C)CCCOC(=O)C(CC1=CC=CC=C1)(C2CC2)O,Inactive,0
CN1CCC(CC1)(O)OC(=O)C(C2=CC=CC=C2)C3(CCCC3)O,Inactive,0
C1CC(=O)NC(=O)C1C(=O)OC2CN3CCC2CC3.Cl,Inactive,0
C1CCC2(C1)C(C(=O)OCO2)C3=CC=CC=C3,Inactive,0
C1CCN(CC1)CCCC2(CC3(CCCC3)C(=O)O2)C4=CC=CC=C4,Inactive,0
CC1(CC2=C(O1)C(=CC=C2)C(C3=CC=CC=C3)(C(=O)OC4CN5CCC4CC5)O)C,Inactive,0
CCN(CC)CC(=C)C1(CC2(CCCC2)C(=O)O1)C3=CC=CC=C3,Inactive,0
C1CN2CCC1C(C2)OC(=O)C(/C=C/C3=CC=CC=C3)(C4=CC=CC=C4)O,Inactive,0
CC#CC(C1=CC=CCC1)(C(=O)OC2CCCN(C2)C)O,Inactive,0
C#CC(C1=CC=CC=C1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
C1CN(CCC12C(=O)N(C(=O)O2)C3=CC=CC=C3)CCCC(=O)C4=CC=CC=C4.Cl,Inactive,0
CCC1C(C(C1OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)(C)C)N4CCCCC4,Inactive,0
CN(C)CC(=C)C1(CC2(CCCC2)C(=O)O1)C3=CC=CC=C3,Inactive,0
CC1=NOC2(C1)C3=CC=CC=C3NC2=O,Inactive,0
CC(=CC1C(C1(C)C)C(=O)OC2(C3=CC=CC=C3NC2=O)CC(=O)C)C,Inactive,0
CCOC(=O)N(C)C1(CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=C3.Cl,Inactive,0
C/C=C\C(C1CCCCC1)(C(=O)OC2CCN(CC2)C)O,Inactive,0
C/C=C\C(C1CCCCC1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
C1CCC(C1)(C(C2=CC=CC=C2)C(=O)OC3CN4CCC3CC4)O,Inactive,0
CC(C)N1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4.Cl,Inactive,0
C1CN(CCC12C(=O)OCN2C3=CC=CC=C3)CC4=CC=CC=C4,Inactive,0
CCCN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4.Cl,Inactive,0
CCC#CC(C1CCCC1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
CC/C=C\C(C1CCCC1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
CC/C=C\C(C1CCCC1)(C(=O)OC2CCN(CC2)C)O,Inactive,0
C/C=C\C(C1CCCC1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
CC(=C)C#CC(C1CCCC1)(C(=O)OC2CCN(CC2)C)O,Inactive,0
CC(=C)C#CC(C1CCCCC1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
CN1CCC2(CC1)C(=O)N(C(=O)N2C3=CC=CC=C3)N4CCCCCC4,Inactive,0
CN1CCC2(CC1)C(C(=O)N(C2=O)NC(=O)N)C3=CC=CC=C3,Inactive,0
CC#CC(C1CC1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
CCCC#CC(C1CCCCC1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
CCCC#CC(C1CCCCC1)(C(=O)OC2CCN(CC2)C)O,Inactive,0
CCCC#CC(C1CCCC1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
CCOC(=O)N1CCC2(CC1)CC(=O)N(C2=O)NC3=CC=CC=C3,Inactive,0
CC(C)/C=C\C(C1CCCC1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
C1CC2CC(CC1N2CCC3=CC=CC=C3)(C4=CC=CC=C4)O,Inactive,0
CC(=C)C#CC(C1=CC=CC=C1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
CC#CC(C(C)C)(C(=O)OC1CN2CCC1CC2)O,Inactive,0
CC#CC(C(C)C)(C(=O)OC1CCN(CC1)C)O,Inactive,0
C/C=C\C(C1CCCC1)(C(=O)O[C@H]2[C@H](N3CCC2CC3)C)O,Inactive,0
C1CC2CC(CC1N2CCCC(C3=CC=CC=C3)(C4=CC=CC=C4)O)(C5=CC=CC=C5)O,Inactive,0
CCCC/C=C\C(C1=CC=CC=C1)(C(=O)OC2CN3CCC2CC3)O,Inactive,0
CC#CC(C1CCCC1)(C(=O)OC2CC3CCC(C2)N3C)O,Inactive,0
CC#CC(C1CCCC1)(C(=O)OC2C(N3CCC2CC3)C)O,Inactive,0
CC#CC(C1CCCCC1)(C(=O)OCCCN(C)C)O,Inactive,0
CCC#CC(C1=CC=CC=C1)(C(=O)OC2CC3CCC(C2)N3C)O,Inactive,0
CCC#CC(C1=CC=CC=C1)(C(=O)OC2C(N3CCC2CC3)C)O,Inactive,0
CCC(C)N1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4.Cl,Inactive,0
C1CN(CCC1=C(C#N)C2=CC=CC=C2)CCCC(=O)C3=CC=C(C=C3)F.Cl,Inactive,0
C1CCCN(CC1)N2C(=O)CC3(C2=O)CCN(CC3)CCCC(=O)C4=CC=C(C=C4)F,Inactive,0
C1CC2CC(CC1N2CCCC3(OCCO3)C4=CC=C(C=C4)F)(C5=CC=CC=C5)O,Inactive,0
CC/C=C\C(C1CCCC1)(C(=O)OC2CCN(CC2)CC=C)O,Inactive,0
C1CCCN(CC1)N2C(=O)CC3(C2=O)CCN(CC3)CCCC(=O)C4=CC=CC=C4,Inactive,0
CC#CC(C1CCCC1)(C(=O)OC2CCN(CC2)CC=C)O,Inactive,0
C1CCCN(CC1)N2C(=O)CC3(C2=O)CCN(CC3)CC4COC5=CC=CC=C5O4.Cl,Inactive,0
CCC1C(C2CCN1CC2)OC(=O)CC(C3=CC=CC=C3)(C4=CC=CC=C4)O,Inactive,0
CC1C(C2CCN1CC2)OC(=O)C(C#CC(C)C)(C3CCCCC3)O,Inactive,0
CC1(C2(CCN(CC2)CC3=CC=CC=C3)CC(=O)O1)C,Inactive,0
CN1C(=O)C2(CCN(CC2)CC(CC3OCCO3)C4=CC=C(C=C4)F)N(C1=O)C,Inactive,0
C1CN2CCC1C(C2)OC(=O)N(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0
CC#CC(C#CC)(C(=O)OC1CN2CCC1CC2)O,Inactive,0
CCN1CN(C2(C1=O)CCN(CC2)CC(CC3OCCO3)C4=CC=C(C=C4)F)C5=CC=CC=C5.Cl,Inactive,0
CCOC(=O)C(CCN1CCC2(CC1)C(=O)N(CN2C3=CC=CC=C3)C)C(=O)OCC,Inactive,0
C1CCN(CC1)N2C(=O)CC3(C2=O)CCNCC3,Inactive,0
C1CNCCC12CC(=O)N(C2=O)N3CCOCC3,Inactive,0
CCC(C)C1C(CC(=O)O[C@H](C(=O)C(C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)[C@@H]3CCCN3)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,Active,0
CCC(C)C1C(CC(=O)O[C@H](C(=O)C(C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)[C@@H]3C=CCN3C(=O)[C@H](C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,Active,0
CCC(C)C1C(CC(=O)O[C@H](C(=O)C(C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)[C@@H]3CC(CN3C(=O)[C@H](C)O)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,Active,0
CCC(C)C1C(CC(=O)O[C@H](C(=O)C(C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)[C@@H]3CC(CN3)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,Active,0
C[C@@H](C(=O)N1CCC[C@H]1C(=O)N(C)C(CC(C)C)C(=O)NCCNC(=O)[C@H](CC2=CC=C(C=C2)OC)N(C)C(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)NC(=O)C(C)NC(=O)OCC4=CC=CC=C4)O,Inactive,0
C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)OC)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)C(C)NC(=O)OCC3=CC=CC=C3,Inactive,0
CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC2=CC=C(C=C2)OC)C(=O)NCC(=O)N)NC(=O)C(C)NC(=O)OCC3=CC=CC=C3,Inactive,0
CC(C)C[C@H](C(=O)N[C@@H](C(C)OC(=O)CCC1=CC=C(C=C1)OC)C(=O)OC)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)O,Inactive,0
CC(C)C[C@H](C(=O)N[C@@H](C(C)OC(=O)CCC1=CC=C(C=C1)OC)C(=O)OCC2=CC=CC=C2)N(C)C(=O)[C@@H]3CCCN3C(=O)C(C)O,Inactive,0
CC(C)C[C@H](C(=O)N[C@H](C(C)OC(=O)C)C(=O)OCC1=CC=CC=C1)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)O,Inactive,0
COC1=C(C=C2C3C4=CC=CC=C4CCN3CCCC2=C1)OC.OCl(=O)(=O)=O,Inactive,0
COC1=CC2=C(C=C1)C3C4=CC(=C(C=C4CCN3CCC2)OC)OC,Inactive,0
C1CN(CCC12CC(=O)N(C2=O)N3CCOCC3)CCCC(=O)C4=CC=CC=C4,Inactive,0
CC1C(C2CCN1CC2)OC(=O)C(C3=CC=CC=C3)(C(=C)C)O,Inactive,0
CC1C(C2CCN1CC2)OC(=O)C(C#CC(=C)C)(C3=CC=CC=C3)O,Inactive,0
CC1C(C2CCN1CC2)OC(=O)C(C#CC(=C)C)(C3CCCCC3)O,Inactive,0
CN1CN(C2(C1=O)CCN(CC2)CCCCCCF)C3=CC=CC=C3.Cl,Inactive,0
CN1C(=O)C2(CCN(CC2)CCCCCCF)N(C1=O)C,Inactive,0
CC(C)C(C#CC(=C)C)(C(=O)OC1CCN(CC1)C)O,Inactive,0
CC(C)C(C#CC(=C)C)(C(=O)OC1CN2CCC1CC2)O,Inactive,0
CC#CC(C1CCCC1)(C(=O)OC2CC(N(C(C2)(C)C)C)C)O,Inactive,0
CCC(C)N1CN(C2(C1=O)CCN(CC2)CC3COC4=CC=CC=C4O3)C5=CC=CC=C5.Cl,Inactive,0
CCC(C)N1CN(C2(C1=O)CCN(CC2)CCCC3(OCCO3)C4=CC=C(C=C4)F)C5=CC=CC=C5.Cl,Inactive,0
C1CCN(C1)N2C(=O)CC3(C2=O)CCNCC3,Inactive,0
CCOC(CCCN1CCC2(CC1)C(=O)N(CN2C3=CC=CC=C3)C)(C4=CC=C(C=C4)F)OCC,Inactive,0
C=CCN1CN(C2(C1=O)CCN(CC2)CCCC3(OCCO3)C4=CC=C(C=C4)F)C5=CC=CC=C5,Inactive,0
C1CC=C(C1)C(C2=CC=CC=C2)(C(=O)OC3CN4CCC3CC4)O,Inactive,0
CN1C(CCCC1CC(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC(C4=CC=CC=C4)O.Cl,Inactive,0
C1CC1C(C2=CC=CC=C2)(C(=O)OCC3=CCC(CC3)N)O.Cl,Inactive,0
CCN(CC)C(=O)N1CN(C2(C1=O)CCN(CC2)CCCC3(OCCO3)C4=CC=C(C=C4)F)C5=CC=CC=C5.Cl,Inactive,0
CC#CC(C1CCCC1)(C(=O)OC2CCC3CCC2N3C)O,Inactive,0
CNC(=O)N1CN(C2(C1=O)CCN(CC2)CC3=CC=CC=C3)C4=CC=CC=C4,Inactive,0
CN1CCC(CC1)OC(=O)C2(C3=CC=CC=C3OC4=CC=CC=C42)O,Inactive,0
CNC(=O)N1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4.Cl,Inactive,0
CNC(=O)N1CN(C2(C1=O)CCN(CC2)CCCC3(OCCO3)C4=CC=C(C=C4)F)C5=CC=CC=C5.C(=C/C(=O)O)\C(=O)O,Inactive,0
CC(C)C(C1=CC=CC=C1)(C(=O)O/C=C/2\CC3CCN2CC3)O.Cl,Inactive,0
CC(C)C(C1=CC=CC=C1)(C(=O)OCC2=CC3CCN2CC3)O.Cl,Inactive,0
CC#CC(C1=CC=CC=N1)(C(=O)OC2CCN(CC2)C)O,Inactive,0
CC#CC(C1=CCCC1)(C(=O)OC2C(N3CCC2CC3)C)O,Inactive,0
CNC(=O)O/N=C\1/C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)N(CN1C)C4=CC=CC=C4.Cl,Inactive,0
CCCCCCC(CCCCCC)(C(=O)NN1C(=CC=C1C)C)N,Inactive,0
COC1=CC2=C(C=C1)NC=C2CN3CCC(CC3)(CO)C4=CC=CC=C4,Inactive,0
CC[N+](C)(CC)CCC(C1=CC=CC=C1)(C2=CC=CC=C2)O.[Cl-],Inactive,0
C1C(CN(C1C(=O)NCC(=O)N)C(=O)OCC2=CC=CC=C2)O,Inactive,0
C1CC(N(C1)C(=O)OCC2=CC=CC=C2)C(=O)N3CC(CC3C(=O)NCC(=O)N)O,Inactive,0
C1[C@H](CN([C@@H]1C(=O)NCC(=O)N)C(=O)OCC2=CC=CC=C2)OCCC(=O)O,Inactive,0
C1CC(N(C1)C(=O)OCC2=CC=CC=C2)C(=O)N3CC(C[C@H]3C(=O)NCC(=O)N)OCCC(=O)O,Inactive,0
CN1C2=CC=CC=C2C3=CC(=C4C(=C31)C(=O)N(C4=O)C5=CC=CC=C5)N6CCCC6,Inactive,0
CCOC(=O)CC1=C(C=C(N1)C(=O)C2=CC=CC=C2)C(=O)C3=CC=CC=C3,Inactive,0
C1=CC=C(C=C1)C2=CC3=C(C=CC=N3)C(=O)N2CCO,Inactive,0
CC1([C@@H]2C[C@H]1C3=CN=C(C=C3[C@H]2CCCCCC4[C@H]5C[C@H](C5(C)C)C6=CN=C(C=C46)C7=CC=CC=N7)C8=CC=CC=N8)C,Inactive,0
CC1=C2C(=O)C=C(NC2=C(C=C1)F)C3=CC=CC=C3,Inactive,0
CC1=CC(=C2C(=C1)NC(=CC2=O)C3=CC=CC=C3)C,Inactive,0
C1=CC=C(C=C1)COC2=CC(=NC3=C2C(=CC=C3)F)C4=CC=CC=C4,Inactive,0
COC1=C2C(=O)C=C(NC2=C(C=C1)OC)C3=CC=CC=C3,Inactive,0
COC1=C(C(=C2C(=C1)NC(=CC2=O)C3=CC=CC=C3)OC)OC,Inactive,0
C1=CC=C(C=C1)C2=CC(=O)C3=CC(=C(C=C3N2)F)F,Inactive,0
CC1=C2C(=O)C=C(NC2=C(C=C1)Cl)C3=CC=CC=C3,Inactive,0
CC1=CC(=C2C(=CC(=O)NC2=C1)C3=CC=CC=C3)C,Inactive,0
C1=CC=C(C=C1)C2=C(C3=CC=CC=C3NC2=O)C(=O)O,Inactive,0
CC1=C2[C@H](C([C@@]3([C@H](CC([C@@]4([C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC(=O)C)CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C,Inactive,0
CNCCN[C@H]1[C@H]2COC(=O)[C@@H]2[C@@H](C3=CC4=C(C=C13)OCO4)C5=CC(=C(C(=C5)OC)O)OC.Cl,Inactive,0
COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)NCCNCCO,Inactive,0
COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)NCCNCCO.Cl,Inactive,0
C1C2CC3CC1CC(C2)(C3)C4=NN=C(O4)C5=CC=C(C=C5)Cl,Inactive,0
C1C2CC3CC1CC(C2)(C3)C4=NN=C(O4)C5=CC=C(C=C5)[N+](=O)[O-],Inactive,0
C1C2CC3CC1CC(C2)(C3)C4=NN=C(O4)C5=CC(=CC(=C5)[N+](=O)[O-])[N+](=O)[O-],Inactive,0
C[C@@H]1CCC2[C@H]([C@H](O[C@H]3C24C1CC[C@@](O3)(OO4)C)OC)C,Inactive,0
CCO[C@@H]1[C@@H](C2CC[C@H](C3C24[C@H](O1)O[C@](CC3)(OO4)C)C)C,Inactive,0
CC1(N=NC(O1)(OC)OCCC#C)C,Inactive,0
CC1=C(C2=C(C3=C(N2)C=CC(=C3)CC=C(C)C)C(=O)C1=O)C(C(C)O)O,Inactive,0
CN1C/C(=C\C2=CC=C(C=C2)OC)/C(=O)/C(=C/C3=CC=C(C=C3)OC)/C1.Cl,Inactive,0
CN1C/C(=C\C2=CC=C(C=C2)Cl)/C(=O)/C(=C/C3=CC=C(C=C3)Cl)/C1.Cl,Inactive,0
CN1C/C(=C\C2=CC=CC=C2[N+](=O)[O-])/C(=O)/C(=C/C3=CC=CC=C3[N+](=O)[O-])/C1.Cl,Inactive,0
COC1=NC2=C(C=C(C=C2)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O)N=C1OC,Inactive,0
COC1=CC(=CC(=C1OC)OC)N(CC2=CC3=C(C=C2)N=C(C(=N3)OC)OC)CC4=CC5=C(C=C4)N=C(C(=N5)OC)OC,Inactive,0
CCOC(=O)CC[C@H](C(=O)OCC)NC(=O)C1=CC=C(C=C1)NCC2=CC3=C(C=C2)N=C(C(=N3)OC)OC,Inactive,0
CC(=O)N(C)C1=CC=C(C=C1)NC2=C3C(=NC=C2)C=CC4=NN(N=C43)C,Inactive,0
C1COC(=O)N1CCCNCCCCN,Inactive,0
C1COC(=O)N1CCCCNCCCN,Inactive,0
COC(C1=CC=CC=C1)(C(Br)Br)OC,Inactive,0
COC(C1=CC=CC=C1)(C(I)I)OC,Inactive,0
C1=CC(=NC(=C1)NC2=N/C(=N/C3=CC=CC(=N3)N)/C4=C2C=C(C(=C4)C#N)C#N)N,Inactive,0
CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3,Inactive,0
C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC(=CC(=C4)N)CO.Cl,Inactive,0
C[C@]1(CC[C@@]2(C(C1)CC[C@]3(C2C[C@@H]([C@@H]([C@@]3(C)O)O)O)C)C)C=C,Inactive,0
C/C=C(/C)\C(=O)O[C@H](C[C@@H](C)[C@H]1CC(OC1=O)C2=COC=C2)[C@]3(C(=O)CCC4[C@]3(O4)C)C,Inactive,0
C[C@@H]1CC(=O)[C@@]2([C@]3(C(O3)CC[C@@]2([C@@]14CC(OC4=O)C5=COC=C5)O)C)C,Inactive,0
CC1=C(C=CC2=C1C3=C(C=CC(O3)(C)C)C(=O)O2)OC,Inactive,0
CC1=C2C(=CC=C1)OC(=O)C(=C2O)CC(C(C)(C)O)OC(=O)C,Inactive,0
CC1=C(C=CC2=C1C(=C(C(=O)O2)CC=C(C)C)O)OC,Inactive,0
CC1=C(C=CC2=C1C(=O)C(O2)(CC=C(C)C)O)OC,Inactive,0
CC1=C(C=CC2=C1C(=O)C(=C(O2)OC)CC=C(C)C)OC,Inactive,0
CC1=C(C=CC2=C1C(=O)C(=C(O2)OC)C(C)(C)C=C)OC,Inactive,0
CC1[C@](C2=C(O1)C3=C(C=CC=C3OC2=O)C)(C)C[C@H]4C=C(C(=O)O4)C,Inactive,0
CC1[C@@]2(CC3[C@H]4[C@@]25C(=O)OC6=CC=CC(=C6[C@@]5([C@]4(C(=O)O3)C)O1)C)C,Inactive,0
C[C@H]1CC(OC1=O)C[C@]2(C(OC3=C2C(=O)OC4=CC=CC=C43)C)C,Inactive,0
CC1=C2C(=CC=C1)OC(=O)C3=C2OC4(C[C@]3(C)C=C)C=C(C(O4)O)CO,Inactive,0
CC(=C)C(=O)OC1C[C@@H](C2CC=C(C2C3[C@@H]1C(=C)C(=O)O3)CO)COC(=O)C,Inactive,0
CC1=CCC2C1C3[C@@H](C(C[C@@H]2COC(=O)C)OC(=O)C(=C)C)C(=C)C(=O)O3,Inactive,0
CC(=C)C(=O)O[C@H]1CC2([C@H](O2)CC/C(=C/C3[C@@H]1C(=C)C(=O)O3)/COC(=O)C)CO,Inactive,0
CC(=C)C(=O)O[C@H]1C/C(=C/CCC(=C)C([C@@H]2[C@@H]1C(=C)C(=O)O2)OC(=O)C)/CO,Inactive,0
CC1=CC2=C(C=C1)NC(=O)C(=C2O)C3=NNC(=O)N=C3,Inactive,0
CCOC(=O)C1=CN(C2C(C1)C(=NO2)C3=CC=C(C=C3)Cl)CC4=CC=CC=C4,Inactive,0
CCOC(=O)N1C2=CC=CC=C2C(=C1OC(=O)OCC)/C(=C/C3=CC=C(C=C3)OC)/OC(=O)OCC,Inactive,0
CCOC(=O)N1C2=CC=CC=C2C3=C(C=C4C(=C31)C=CN4C)OC(=O)OCC,Inactive,0
CC1=CN(C(=O)NC1=O)C2CCN(O2)CC3COC(O3)(C)C,Inactive,0
C1=CC=C2C(=C1)C3=C(C2=O)C4=C(C5=C3C(=O)C6=CC=CC=C65)C(=O)C7=CC=CC=C74,Inactive,0
CC1=CC(=C2C=C(C(=C2C(=C1)C)/C(=C\C(=O)OC)/C(=O)OC)C)C,Inactive,0
COC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,Inactive,0
COC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,Inactive,0
COC1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=C(C=C3)OC)OCC4C(C(C(C(O4)OC5=CC=C(C=C5)OC)O)O)O,Inactive,0
COC1=CC=C(C=C1)CCN2CCOCC2.Cl,Inactive,0
C1COCCN1CC2=CN=C(N=C2C3=CC=CC=C3O)N,Inactive,0
C1=CC2=C(N=C1)OC(=O)N2CC3=CC=C(C=C3)[N+](=O)[O-],Inactive,0
CC1=NC(=O)CNN1C2=NNC3(C4=CC=CC=C4C5=CC=CC=C53)C(=O)N2,Inactive,0
C1C(=NN=C2N1NC3(C4=CC=CC=C4C5=CC=CC=C53)C(=O)N2)C6=CC=C(C=C6)Br,Inactive,0
C1=CC=C2C(=C1)C3=CC=CC=C3C24C(=O)NC(=NN4)N=[N+]=[N-],Inactive,0
C1=CC=C2C(=C1)C3=CC=CC=C3C24C(=O)NC5NNC(=O)C(=O)N5N4,Inactive,0
C1=CC=C(C=C1)C2=N/C(=C/C3=CC=C(C=C3)Cl)/C(=O)NN2C4=NNC5(C6=CC=CC=C6C7=CC=CC=C75)C(=O)N4,Inactive,0
C1=CC=C(C=C1)C2=N/C(=C/C3=CC=C(C=C3)O)/C(=O)NN2C4=NNC5(C6=CC=CC=C6C7=CC=CC=C75)C(=O)N4,Inactive,0
COC1=C(C=CC(=C1)/C=C/2\C(=O)NN(C(=N2)C3=CC=CC=C3)C4=NNC5(C6=CC=CC=C6C7=CC=CC=C75)C(=O)N4)O,Inactive,0
C1=CC=C2C(=C1)C3=CC=CC=C3C24C(=O)NC5=NN6C(N5N4)NN=C(C6=O)/C=C/C7=CC=C(C=C7)Cl,Inactive,0
CCCCCCC(C(=O)OC1C2C(CC1(C)C)C(C34[C@]2(C5(CO5)C(C3O4)O)C)O)O,Inactive,0
CC1C(C2=CC3=C(C=C2OC1N4CCOCC4)OCO3)C5=C(C(=CC=C5)OC)O,Inactive,0
CC1C(C2=CC3=C(C=C2OC1N4CCOCC4)OCO3)C5=CC=C(C=C5)OC,Inactive,0
CC1C(C2=CC3=C(C=C2OC1N4CCOCC4)OCO3)C5=CC=CC=C5OC,Inactive,0
CC1C(C2=CC3=C(C=C2OC1N4CCOCC4)OCO3)C5=CC(=C(C(=C5)OC)OC)OC,Inactive,0
CC1C(C2=CC3=C(C=C2OC1N4CCCC4)OCO3)C5=C(C(=CC=C5)OC)OC,Inactive,0
